Region;ZoneName;ZIP
NY;NY (SOUTH);19317
NY;NY (SOUTH);19319
NY;NY (SOUTH);19333
NY;NY (SOUTH);19335
NY;NY (SOUTH);19341
NY;NY (SOUTH);19342
NY;NY (SOUTH);19345
NY;NY (SOUTH);19355
NY;NY (SOUTH);19373
NY;NY (SOUTH);19380
NY;NY (SOUTH);19382
NY;NY (SOUTH);19383
NY;NY (SOUTH);19401
NY;NY (SOUTH);19403
NY;NY (SOUTH);19405
NY;NY (SOUTH);19406
NY;NY (SOUTH);19422
NY;NY (SOUTH);19425
NY;NY (SOUTH);19426
NY;NY (SOUTH);19428
NY;NY (SOUTH);19436
NY;NY (SOUTH);19437
NY;NY (SOUTH);19438
NY;NY (SOUTH);19440
NY;NY (SOUTH);19442
NY;NY (SOUTH);19444
NY;NY (SOUTH);19446
NY;NY (SOUTH);19453
NY;NY (SOUTH);19454
NY;NY (SOUTH);19456
NY;NY (SOUTH);19460
NY;NY (SOUTH);19462
NY;NY (SOUTH);19468
NY;NY (SOUTH);19473
NY;NY (SOUTH);19474
NY;NY (SOUTH);19475
NY;NY (SOUTH);19477
NY;NY (SOUTH);19490
NY;NY (SOUTH);19492
NY;NY (SOUTH);19703
NY;NY (SOUTH);19707
NY;NY (SOUTH);19710
NY;NY (SOUTH);19732
NY;NY (SOUTH);19735
NY;NY (SOUTH);19736
NY;NY (SOUTH);19801
NY;NY (SOUTH);19802
NY;NY (SOUTH);19803
NY;NY (SOUTH);19804
NY;NY (SOUTH);19805
NY;NY (SOUTH);19806
NY;NY (SOUTH);19807
NY;NY (SOUTH);19808
NY;NY (SOUTH);19809
NY;NY (SOUTH);19810
NY;NYC;07002
NY;NYC;07010
NY;NYC;07022
NY;NYC;07029
NY;NYC;07030
NY;NYC;07032
NY;NYC;07047
NY;NYC;07086
NY;NYC;07087
NY;NYC;07093
NY;NYC;07094
NY;NYC;07102
NY;NYC;07105
NY;NYC;07114
NY;NYC;07201
NY;NYC;07206
NY;NYC;07302
NY;NYC;07304
NY;NYC;07305
NY;NYC;07306
NY;NYC;07307
NY;NYC;07310
NY;NYC;07311
NY;NYC;07657
NY;NYC;10001
NY;NYC;10002
NY;NYC;10003
NY;NYC;10004
NY;NYC;10005
NY;NYC;10006
NY;NYC;10007
NY;NYC;10009
NY;NYC;10010
NY;NYC;10011
NY;NYC;10012
NY;NYC;10013
NY;NYC;10014
NY;NYC;10016
NY;NYC;10017
NY;NYC;10018
NY;NYC;10019
NY;NYC;10020
NY;NYC;10021
NY;NYC;10022
NY;NYC;10023
NY;NYC;10024
NY;NYC;10025
NY;NYC;10026
NY;NYC;10027
NY;NYC;10028
NY;NYC;10029
NY;NYC;10030
NY;NYC;10031
NY;NYC;10032
NY;NYC;10033
NY;NYC;10034
NY;NYC;10035
NY;NYC;10036
NY;NYC;10037
NY;NYC;10038
NY;NYC;10039
NY;NYC;10040
NY;NYC;10044
NY;NYC;10065
NY;NYC;10069
NY;NYC;10075
NY;NYC;10103
NY;NYC;10110
NY;NYC;10111
NY;NYC;10112
NY;NYC;10115
NY;NYC;10119
NY;NYC;10128
NY;NYC;10152
NY;NYC;10153
NY;NYC;10154
NY;NYC;10162
NY;NYC;10165
NY;NYC;10167
NY;NYC;10168
NY;NYC;10169
NY;NYC;10170
NY;NYC;10171
NY;NYC;10172
NY;NYC;10173
NY;NYC;10174
NY;NYC;10177
NY;NYC;10199
NY;NYC;10271
NY;NYC;10278
NY;NYC;10279
NY;NYC;10280
NY;NYC;10282
NY;NYC;10301
NY;NYC;10302
NY;NYC;10303
NY;NYC;10304
NY;NYC;10305
NY;NYC;10306
NY;NYC;10307
NY;NYC;10308
NY;NYC;10309
NY;NYC;10310
NY;NYC;10311
NY;NYC;10312
NY;NYC;10314
NY;NYC;10451
NY;NYC;10452
NY;NYC;10453
NY;NYC;10454
NY;NYC;10455
NY;NYC;10456
NY;NYC;10457
NY;NYC;10458
NY;NYC;10459
NY;NYC;10460
NY;NYC;10461
NY;NYC;10462
NY;NYC;10463
NY;NYC;10464
NY;NYC;10465
NY;NYC;10466
NY;NYC;10467
NY;NYC;10468
NY;NYC;10469
NY;NYC;10470
NY;NYC;10471
NY;NYC;10472
NY;NYC;10473
NY;NYC;10474
NY;NYC;10475
NY;NYC;10502
NY;NYC;10503
NY;NYC;10522
NY;NYC;10528
NY;NYC;10530
NY;NYC;10533
NY;NYC;10538
NY;NYC;10543
NY;NYC;10550
NY;NYC;10552
NY;NYC;10553
NY;NYC;10580
NY;NYC;10583
NY;NYC;10601
NY;NYC;10605
NY;NYC;10606
NY;NYC;10607
NY;NYC;10701
NY;NYC;10703
NY;NYC;10704
NY;NYC;10705
NY;NYC;10706
NY;NYC;10707
NY;NYC;10708
NY;NYC;10709
NY;NYC;10710
NY;NYC;10801
NY;NYC;10803
NY;NYC;10804
NY;NYC;10805
NY;NYC;11001
NY;NYC;11003
NY;NYC;11004
NY;NYC;11005
NY;NYC;11010
NY;NYC;11020
NY;NYC;11021
NY;NYC;11023
NY;NYC;11024
NY;NYC;11030
NY;NYC;11040
NY;NYC;11042
NY;NYC;11050
NY;NYC;11096
NY;NYC;11101
NY;NYC;11102
NY;NYC;11103
NY;NYC;11104
NY;NYC;11105
NY;NYC;11106
NY;NYC;11109
NY;NYC;11201
NY;NYC;11203
NY;NYC;11204
NY;NYC;11205
NY;NYC;11206
NY;NYC;11207
NY;NYC;11208
NY;NYC;11209
NY;NYC;11210
NY;NYC;11211
NY;NYC;11212
NY;NYC;11213
NY;NYC;11214
NY;NYC;11215
NY;NYC;11216
NY;NYC;11217
NY;NYC;11218
NY;NYC;11219
NY;NYC;11220
NY;NYC;11221
NY;NYC;11222
NY;NYC;11223
NY;NYC;11224
NY;NYC;11225
NY;NYC;11226
NY;NYC;11228
NY;NYC;11229
NY;NYC;11230
NY;NYC;11231
NY;NYC;11232
NY;NYC;11233
NY;NYC;11234
NY;NYC;11235
NY;NYC;11236
NY;NYC;11237
NY;NYC;11238
NY;NYC;11239
NY;NYC;11249
NY;NYC;11354
NY;NYC;11355
NY;NYC;11356
NY;NYC;11357
NY;NYC;11358
NY;NYC;11359
NY;NYC;11360
NY;NYC;11361
NY;NYC;11362
NY;NYC;11363
NY;NYC;11364
NY;NYC;11365
NY;NYC;11366
NY;NYC;11367
NY;NYC;11368
NY;NYC;11369
NY;NYC;11370
NY;NYC;11371
NY;NYC;11372
NY;NYC;11373
NY;NYC;11374
NY;NYC;11375
NY;NYC;11377
NY;NYC;11378
NY;NYC;11379
NY;NYC;11385
NY;NYC;11411
NY;NYC;11412
NY;NYC;11413
NY;NYC;11414
NY;NYC;11415
NY;NYC;11416
NY;NYC;11417
NY;NYC;11418
NY;NYC;11419
NY;NYC;11420
NY;NYC;11421
NY;NYC;11422
NY;NYC;11423
NY;NYC;11424
NY;NYC;11426
NY;NYC;11427
NY;NYC;11428
NY;NYC;11429
NY;NYC;11430
NY;NYC;11432
NY;NYC;11433
NY;NYC;11434
NY;NYC;11435
NY;NYC;11436
NY;NYC;11439
NY;NYC;11451
NY;NYC;11501
NY;NYC;11507
NY;NYC;11509
NY;NYC;11510
NY;NYC;11514
NY;NYC;11516
NY;NYC;11518
NY;NYC;11520
NY;NYC;11530
NY;NYC;11549
NY;NYC;11550
NY;NYC;11552
NY;NYC;11553
NY;NYC;11554
NY;NYC;11556
NY;NYC;11557
NY;NYC;11558
NY;NYC;11559
NY;NYC;11561
NY;NYC;11563
NY;NYC;11565
NY;NYC;11566
NY;NYC;11568
NY;NYC;11569
NY;NYC;11570
NY;NYC;11572
NY;NYC;11575
NY;NYC;11576
NY;NYC;11577
NY;NYC;11580
NY;NYC;11581
NY;NYC;11590
NY;NYC;11596
NY;NYC;11598
NY;NYC;11691
NY;NYC;11692
NY;NYC;11693
NY;NYC;11694
NY;NYC;11697
NY;NYC;11710
